age,workclass,education,marital-status,occupation,relationship,race,gender,hours-per-week,native-country,capital-balance,income
39,Private,HighGrad,Separated,Exec-managerial,Unmarried,Black,0,40,United-States,99999,1
59,Private,dropout,Married,Craft-repair,Husband,White,1,50,United-States,5178,1
26,Private,HighGrad,NotMarried,Other-service,Own-child,White,0,40,United-States,0,0
31,Private,CommunityCollege,Separated,Craft-repair,Unmarried,White,1,40,United-States,0,0
23,Private,HighGrad,NotMarried,Handlers-cleaners,Own-child,White,1,30,United-States,0,0
36,Local-gov,HighGrad,Separated,Adm-clerical,Unmarried,White,0,40,United-States,0,0
34,Private,CommunityCollege,Married,Other-service,Wife,White,0,12,United-States,0,1
32,Private,HighGrad,Married,Transport-moving,Husband,White,1,84,United-States,0,1
37,Private,Bachelors,Married,Prof-specialty,Husband,Black,1,50,United-States,0,1
33,Private,Bachelors,NotMarried,Sales,Not-in-family,White,1,45,United-States,0,0
50,Self-emp-not-inc,Masters,Married,Prof-specialty,Husband,White,1,80,United-States,99999,1
32,Federal-gov,CommunityCollege,NotMarried,Protective-serv,Not-in-family,Black,1,40,United-States,0,0
35,Private,Bachelors,NotMarried,Adm-clerical,Own-child,Black,0,40,United-States,0,0
37,Private,dropout,Married,Craft-repair,Husband,White,1,40,United-States,0,0
44,Private,CommunityCollege,Separated,Craft-repair,Not-in-family,White,1,60,United-States,0,0
57,Private,CommunityCollege,Separated,Handlers-cleaners,Other-relative,White,1,25,United-States,0,0
29,Local-gov,CommunityCollege,Married,Exec-managerial,Own-child,White,0,40,United-States,0,0
55,Private,HighGrad,Married,Craft-repair,Husband,White,1,50,United-States,0,1
43,Self-emp-inc,Masters,Married,Prof-specialty,Husband,White,1,25,United-States,0,1
43,Private,CommunityCollege,Married,Sales,Husband,White,1,70,United-States,0,0
45,Self-emp-not-inc,CommunityCollege,Married,Sales,Husband,White,1,60,United-States,0,1
33,Self-emp-not-inc,Masters,Married,Prof-specialty,Wife,White,0,8,United-States,0,0
26,Private,dropout,Separated,Other-service,Unmarried,White,0,40,Outros,0,0
23,Private,CommunityCollege,Married,Sales,Husband,White,1,68,United-States,0,0
41,Private,dropout,Separated,Craft-repair,Not-in-family,White,1,40,Mexico,0,0
24,Private,HighGrad,Married,Craft-repair,Husband,White,1,40,United-States,0,0
47,Self-emp-not-inc,Bachelors,Married,Sales,Husband,White,1,44,United-States,0,0
34,Self-emp-not-inc,HighGrad,NotMarried,Craft-repair,Own-child,White,1,45,United-States,0,0
40,Private,HighGrad,Married,Exec-managerial,Husband,White,1,40,United-States,0,1
28,Private,Bachelors,Married,Prof-specialty,Wife,Asian-Pac-Islander,0,40,United-States,-1485,0
24,Private,HighGrad,NotMarried,Exec-managerial,Own-child,Asian-Pac-Islander,0,40,Outros,0,0
23,Private,HighGrad,NotMarried,Craft-repair,Other-relative,White,1,15,United-States,0,0
43,Self-emp-not-inc,HighGrad,Married,Exec-managerial,Husband,Black,1,40,United-States,0,1
26,Private,Bachelors,Separated,Tech-support,Not-in-family,White,0,40,United-States,0,0
58,Self-emp-not-inc,Doctorate,Married,Exec-managerial,Wife,White,0,35,United-States,-1485,1
52,Private,HighGrad,Widowed,Adm-clerical,Unmarried,Black,0,35,United-States,0,0
29,Private,dropout,Married,Transport-moving,Husband,White,1,99,United-States,0,1
47,Private,dropout,Married,Other-service,Husband,White,1,35,Outros,0,0
49,Private,HighGrad,Separated,Adm-clerical,Unmarried,Black,0,37,United-States,0,0
40,Private,dropout,Widowed,Adm-clerical,Unmarried,White,0,40,United-States,0,0
62,Self-emp-not-inc,HighGrad,Married,Adm-clerical,Wife,White,0,40,United-States,0,0
49,Private,HighGrad,Married,Exec-managerial,Husband,White,1,55,United-States,-1977,1
50,Private,Bachelors,Separated,Prof-specialty,Other-relative,White,0,50,United-States,0,1
31,Private,HighGrad,NotMarried,Transport-moving,Own-child,Black,1,40,United-States,0,0
48,Local-gov,Masters,NotMarried,Prof-specialty,Not-in-family,White,0,50,United-States,0,0
24,Private,HighGrad,NotMarried,Craft-repair,Unmarried,White,0,40,United-States,0,0
37,Private,HighGrad,Separated,Machine-op-inspct,Own-child,Asian-Pac-Islander,1,60,United-States,0,0
45,Private,Bachelors,Married,Exec-managerial,Husband,Asian-Pac-Islander,1,45,Outros,0,1
36,Private,Masters,Married,Exec-managerial,Husband,Asian-Pac-Islander,1,45,Outros,0,0
45,Private,Bachelors,Married,Exec-managerial,Husband,White,1,40,United-States,0,0
41,Private,Bachelors,NotMarried,Sales,Not-in-family,White,0,40,United-States,0,0
26,Private,CommunityCollege,NotMarried,Tech-support,Other-relative,White,0,20,United-States,0,0
17,Private,dropout,NotMarried,Sales,Own-child,White,0,25,United-States,0,0
43,Private,HighGrad,Married,Machine-op-inspct,Husband,White,1,65,United-States,0,0
35,Private,HighGrad,NotMarried,Transport-moving,Own-child,White,1,55,United-States,0,0
38,Private,Bachelors,Separated,Adm-clerical,Unmarried,White,0,40,United-States,0,0
26,Private,HighGrad,NotMarried,Machine-op-inspct,Not-in-family,White,1,40,United-States,0,0
28,Private,CommunityCollege,NotMarried,Exec-managerial,Own-child,White,0,40,United-States,0,0
38,Private,Bachelors,Married,Prof-specialty,Wife,White,0,24,United-States,0,1
36,Private,dropout,Separated,Transport-moving,Unmarried,White,0,40,United-States,0,0
33,Private,HighGrad,Married,Adm-clerical,Wife,White,0,40,United-States,0,1
19,Private,HighGrad,NotMarried,Handlers-cleaners,Own-child,White,1,70,United-States,1055,0
42,Federal-gov,dropout,Married,Adm-clerical,Husband,White,1,40,Mexico,0,0
50,Private,dropout,Married,Transport-moving,Husband,White,1,40,United-States,0,1
30,Private,HighGrad,Married,Handlers-cleaners,Husband,White,1,30,United-States,0,0
37,State-gov,CommunityCollege,Married,Prof-specialty,Other-relative,Asian-Pac-Islander,1,40,Outros,0,0
54,Self-emp-inc,Masters,Married,Prof-specialty,Husband,White,1,40,United-States,99999,1
52,Self-emp-inc,Bachelors,NotMarried,Exec-managerial,Not-in-family,White,1,40,United-States,0,0
33,Private,HighGrad,Separated,Craft-repair,Not-in-family,White,0,40,United-States,0,0
25,Private,CommunityCollege,NotMarried,Tech-support,Other-relative,White,1,40,United-States,0,0
24,Private,Bachelors,NotMarried,Sales,Not-in-family,White,1,45,United-States,0,0
26,Private,CommunityCollege,Separated,Adm-clerical,Unmarried,Black,0,40,United-States,114,0
39,Private,HighGrad,Separated,Adm-clerical,Not-in-family,White,1,40,United-States,0,1
59,Private,HighGrad,Separated,Other-service,Not-in-family,White,0,40,United-States,0,0
29,Private,CommunityCollege,NotMarried,Adm-clerical,Unmarried,White,0,40,United-States,0,0
47,Private,dropout,NotMarried,Other-service,Own-child,White,0,45,United-States,0,0
64,Self-emp-inc,HighGrad,Married,Transport-moving,Husband,White,1,50,United-States,0,0
21,Private,HighGrad,NotMarried,Other-service,Own-child,Other,1,20,United-States,0,0
32,Private,CommunityCollege,Married,Adm-clerical,Wife,Black,0,40,United-States,0,1
26,Private,HighGrad,NotMarried,Exec-managerial,Not-in-family,Black,0,37,United-States,0,0
62,Self-emp-not-inc,Masters,Married,Prof-specialty,Husband,White,1,40,United-States,0,0
32,Private,Bachelors,Married,Craft-repair,Husband,White,1,55,United-States,0,1
45,Self-emp-not-inc,HighGrad,Married,Exec-managerial,Husband,White,1,60,United-States,0,0
31,Private,Bachelors,Married,Exec-managerial,Husband,White,1,50,United-States,-1887,1
32,Private,HighGrad,Married,Adm-clerical,Husband,White,1,40,United-States,2580,0
24,Private,Bachelors,Married,Sales,Husband,White,1,40,United-States,0,0
25,Private,Bachelors,NotMarried,Sales,Own-child,White,0,40,United-States,0,0
41,Self-emp-not-inc,HighGrad,Married,Exec-managerial,Husband,White,1,60,United-States,0,0
18,Private,CommunityCollege,NotMarried,Sales,Own-child,White,0,20,United-States,0,0
44,Private,Doctorate,Married,Prof-specialty,Husband,White,1,55,United-States,0,1
40,Private,CommunityCollege,Married,Exec-managerial,Husband,White,1,50,United-States,3411,0
27,Private,Bachelors,NotMarried,Prof-specialty,Not-in-family,White,1,40,United-States,0,0
23,Private,Bachelors,NotMarried,Adm-clerical,Own-child,White,1,40,United-States,0,0
21,Private,CommunityCollege,NotMarried,Adm-clerical,Not-in-family,Other,1,40,United-States,2174,0
37,State-gov,HighGrad,Married,Transport-moving,Husband,White,1,40,United-States,0,0
65,Self-emp-not-inc,HighGrad,Married,Farming-fishing,Husband,White,1,48,United-States,0,0
43,Federal-gov,Masters,Married,Prof-specialty,Husband,White,1,40,United-States,0,1
45,Private,HighGrad,NotMarried,Adm-clerical,Not-in-family,White,1,44,United-States,0,0
24,State-gov,Bachelors,NotMarried,Exec-managerial,Not-in-family,White,0,40,United-States,0,0
24,Private,CommunityCollege,NotMarried,Machine-op-inspct,Not-in-family,White,1,42,United-States,0,0
19,Local-gov,CommunityCollege,NotMarried,Protective-serv,Own-child,White,1,35,United-States,-1721,0
37,Private,Bachelors,Married,Prof-specialty,Husband,White,1,65,United-States,0,1
24,Private,HighGrad,NotMarried,Adm-clerical,Own-child,White,0,35,United-States,0,0
34,Private,CommunityCollege,Married,Machine-op-inspct,Husband,White,1,40,Outros,0,0
50,State-gov,HighGrad,Married,Other-service,Wife,White,0,39,United-States,0,0
36,Private,HighGrad,Married,Craft-repair,Husband,White,1,40,Outros,0,0
39,Private,Bachelors,Married,Sales,Husband,White,1,60,United-States,0,0
44,Self-emp-not-inc,dropout,Married,Craft-repair,Husband,White,1,38,United-States,0,0
45,State-gov,HighGrad,Married,Other-service,Husband,White,1,40,United-States,0,0
32,State-gov,dropout,NotMarried,Protective-serv,Own-child,White,1,40,United-States,0,0
47,Federal-gov,Masters,Married,Exec-managerial,Husband,Black,1,40,United-States,0,1
50,Private,HighGrad,Married,Machine-op-inspct,Husband,White,1,40,United-States,0,0
32,Private,CommunityCollege,Married,Other-service,Husband,White,1,40,United-States,0,0
19,Private,HighGrad,NotMarried,Handlers-cleaners,Own-child,White,1,40,United-States,0,0
28,Private,HighGrad,Separated,Sales,Other-relative,White,1,50,United-States,0,0
39,Federal-gov,Masters,NotMarried,Prof-specialty,Not-in-family,White,1,40,Outros,0,1
21,Private,CommunityCollege,NotMarried,Other-service,Not-in-family,White,1,40,United-States,2907,0
73,Self-emp-not-inc,CommunityCollege,Widowed,Farming-fishing,Not-in-family,White,0,75,United-States,0,0
39,Private,dropout,Married,Other-service,Husband,White,1,40,Mexico,4508,0
25,Private,CommunityCollege,NotMarried,Machine-op-inspct,Not-in-family,White,1,40,United-States,0,0
31,Private,CommunityCollege,Married,Sales,Wife,White,0,20,United-States,0,0
51,Private,CommunityCollege,Separated,Sales,Not-in-family,White,0,32,United-States,0,0
39,Private,Bachelors,Married,Adm-clerical,Wife,White,0,28,United-States,0,0
31,Private,Bachelors,Separated,Handlers-cleaners,Own-child,White,1,40,United-States,0,0
21,Private,CommunityCollege,NotMarried,Sales,Own-child,Black,1,17,United-States,0,0
46,Private,Bachelors,Separated,Exec-managerial,Not-in-family,White,1,50,United-States,27828,1
73,Private,HighGrad,Separated,Exec-managerial,Not-in-family,White,0,35,United-States,0,0
41,Private,HighGrad,Separated,Craft-repair,Not-in-family,White,1,40,United-States,0,0
20,Private,HighGrad,NotMarried,Transport-moving,Own-child,White,1,40,United-States,0,0
27,Private,CommunityCollege,NotMarried,Other-service,Not-in-family,White,1,30,United-States,0,0
24,Private,Bachelors,NotMarried,Prof-specialty,Not-in-family,White,1,35,United-States,0,0
20,Private,CommunityCollege,Married,Craft-repair,Husband,White,1,40,United-States,0,0
39,Private,CommunityCollege,NotMarried,Machine-op-inspct,Own-child,White,1,40,United-States,0,0
27,Private,Bachelors,NotMarried,Handlers-cleaners,Not-in-family,White,1,28,United-States,0,0
33,Private,dropout,Married,Sales,Husband,White,1,60,United-States,0,0
33,Private,HighGrad,Married,Handlers-cleaners,Husband,Amer-Indian-Eskimo,1,40,United-States,0,0
36,State-gov,dropout,Married,Craft-repair,Husband,Black,1,40,United-States,0,0
55,Private,CommunityCollege,Married,Exec-managerial,Husband,White,1,36,United-States,0,0
19,Private,CommunityCollege,NotMarried,Machine-op-inspct,Own-child,White,1,40,United-States,0,0
35,Private,HighGrad,NotMarried,Exec-managerial,Not-in-family,White,1,60,United-States,0,0
34,Private,dropout,NotMarried,Machine-op-inspct,Other-relative,Asian-Pac-Islander,1,40,Outros,0,0
62,State-gov,Masters,Separated,Prof-specialty,Not-in-family,White,0,35,United-States,0,0
33,Self-emp-not-inc,CommunityCollege,Married,Craft-repair,Husband,White,1,40,United-States,0,1
39,Private,dropout,Married,Craft-repair,Husband,White,1,55,Mexico,4386,0
36,Local-gov,CommunityCollege,Married,Tech-support,Husband,White,1,40,United-States,0,0
41,Private,Bachelors,Separated,Adm-clerical,Unmarried,White,0,33,United-States,0,0
39,Self-emp-not-inc,HighGrad,Married,Craft-repair,Husband,White,1,60,United-States,0,0
18,Private,HighGrad,NotMarried,Adm-clerical,Own-child,White,0,10,United-States,0,0
61,Private,CommunityCollege,Married,Exec-managerial,Husband,White,1,45,United-States,15024,1
20,Federal-gov,CommunityCollege,NotMarried,Adm-clerical,Own-child,White,0,36,United-States,0,0
35,Self-emp-not-inc,HighGrad,Married,Transport-moving,Husband,White,1,65,United-States,0,1
27,Private,HighGrad,NotMarried,Machine-op-inspct,Own-child,White,1,40,United-States,0,0
66,Private,dropout,Widowed,Other-service,Unmarried,White,0,38,United-States,0,0
21,Private,HighGrad,NotMarried,Transport-moving,Other-relative,Black,1,40,United-States,0,0
20,Private,CommunityCollege,NotMarried,Other-service,Own-child,White,0,18,United-States,0,0
34,Private,CommunityCollege,Separated,Adm-clerical,Own-child,White,1,40,United-States,0,0
31,Private,HighGrad,Separated,Tech-support,Not-in-family,White,0,40,United-States,0,0
41,Private,Doctorate,Married,Prof-specialty,Husband,White,1,60,United-States,-2051,0
64,State-gov,dropout,Married,Farming-fishing,Husband,Other,1,45,Outros,0,0
32,Private,Bachelors,NotMarried,Exec-managerial,Not-in-family,White,0,40,United-States,0,0
30,Local-gov,HighGrad,Married,Transport-moving,Husband,White,1,50,United-States,0,1
36,Self-emp-not-inc,Bachelors,Married,Farming-fishing,Husband,White,1,72,United-States,0,0
22,Private,CommunityCollege,NotMarried,Farming-fishing,Own-child,White,1,12,United-States,0,0
53,Local-gov,CommunityCollege,Married,Exec-managerial,Husband,White,1,50,United-States,0,0
50,Private,HighGrad,Widowed,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,0,40,United-States,0,0
36,Private,Bachelors,Married,Exec-managerial,Husband,White,1,40,United-States,0,0
41,Self-emp-inc,dropout,Married,Exec-managerial,Husband,White,1,40,United-States,0,0
55,Private,Bachelors,NotMarried,Exec-managerial,Not-in-family,White,0,35,United-States,0,0
38,Private,Bachelors,Married,Sales,Husband,White,1,50,United-States,15024,1
28,Private,Bachelors,NotMarried,Exec-managerial,Not-in-family,Black,1,50,United-States,2174,0
24,Local-gov,Bachelors,NotMarried,Prof-specialty,Own-child,White,0,37,United-States,0,0
60,Private,CommunityCollege,Separated,Adm-clerical,Other-relative,White,0,40,United-States,0,0
54,Private,dropout,Married,Other-service,Husband,Black,1,40,United-States,0,0
27,Self-emp-inc,HighGrad,Married,Craft-repair,Husband,White,1,60,United-States,0,0
30,Private,Masters,Married,Prof-specialty,Wife,White,0,30,United-States,0,0
54,Private,HighGrad,Widowed,Transport-moving,Not-in-family,White,1,45,United-States,0,0
44,Private,CommunityCollege,Married,Craft-repair,Husband,White,1,40,United-States,5178,1
52,Private,HighGrad,Married,Transport-moving,Husband,White,1,60,United-States,0,1
18,Private,dropout,NotMarried,Other-service,Own-child,White,1,20,United-States,0,0
55,Private,dropout,Married,Transport-moving,Husband,White,1,50,United-States,0,0
35,Private,Bachelors,Married,Prof-specialty,Husband,White,1,50,United-States,0,1
37,Private,Bachelors,Separated,Exec-managerial,Not-in-family,White,0,40,United-States,0,1
22,Private,CommunityCollege,NotMarried,Adm-clerical,Own-child,White,0,40,United-States,0,0
45,Private,Bachelors,Married,Exec-managerial,Husband,White,1,45,Outros,0,1
38,Private,Bachelors,Married,Farming-fishing,Husband,White,1,60,United-States,0,0
48,Private,Bachelors,Married,Prof-specialty,Husband,White,1,40,United-States,0,0
35,Private,CommunityCollege,Married,Other-service,Husband,White,1,40,United-States,0,0
21,Private,CommunityCollege,Married,Craft-repair,Other-relative,White,1,50,United-States,0,0
37,Self-emp-not-inc,HighGrad,Married,Craft-repair,Husband,Asian-Pac-Islander,1,60,Philippines,0,1
18,Private,dropout,NotMarried,Sales,Own-child,White,1,25,United-States,0,0
26,Private,dropout,Separated,Machine-op-inspct,Own-child,White,1,35,United-States,0,0
48,Self-emp-inc,Bachelors,Married,Craft-repair,Husband,White,1,50,United-States,0,0
51,Private,CommunityCollege,Separated,Adm-clerical,Not-in-family,Black,1,40,United-States,8614,1
52,Private,CommunityCollege,Married,Craft-repair,Husband,White,1,40,United-States,0,0
32,State-gov,Bachelors,Married,Farming-fishing,Husband,White,1,40,United-States,0,1
39,Self-emp-not-inc,Bachelors,Married,Other-service,Husband,White,1,60,United-States,0,0
51,Private,Bachelors,Married,Prof-specialty,Husband,White,1,40,United-States,0,1
54,Private,Bachelors,Married,Sales,Husband,White,1,50,United-States,0,0
21,Private,CommunityCollege,NotMarried,Prof-specialty,Not-in-family,White,0,25,United-States,0,0
43,Private,HighGrad,Separated,Adm-clerical,Unmarried,Black,0,40,United-States,0,0
32,Private,CommunityCollege,NotMarried,Adm-clerical,Own-child,White,0,40,United-States,0,0
31,State-gov,Masters,Married,Prof-specialty,Husband,White,1,35,United-States,0,1
